fips,state_abbr,county_name,park_access_pct,life_expectancy,inactivity_chk,smoking_chk,year
01001,AL,Autauga County,38.9,75.263497074,29.099999999999998,,2024
01003,AL,Baldwin County,37.2,76.738313887,27.6,,2024
01005,AL,Barbour County,43.4,72.377024232,40.2,,2024
01007,AL,Bibb County,39.6,72.251369089,36.0,,2024
01009,AL,Blount County,37.7,73.376568119,30.4,,2024
01011,AL,Bullock County,48.9,72.100111622,43.6,,2024
01013,AL,Butler County,42.0,73.1898895,36.5,,2024
01015,AL,Calhoun County,38.9,71.694077832,34.1,,2024
01017,AL,Chambers County,43.9,72.46019745,35.0,,2024
01019,AL,Cherokee County,37.8,72.711629744,32.800000000000004,,2024
01021,AL,Chilton County,42.3,73.487855388,34.1,,2024
01023,AL,Choctaw County,44.7,73.840201715,37.1,,2024
01025,AL,Clarke County,43.4,70.976784154,38.3,,2024
01027,AL,Clay County,41.6,71.805610712,35.099999999999994,,2024
01029,AL,Cleburne County,36.1,72.033794262,32.2,,2024
01031,AL,Coffee County,39.5,74.199405108,30.599999999999998,,2024
01033,AL,Colbert County,39.300000000000004,73.549426021,31.3,,2024
01035,AL,Conecuh County,45.300000000000004,69.452704307,37.8,,2024
01037,AL,Coosa County,39.0,73.065427346,33.300000000000004,,2024
01039,AL,Covington County,40.2,71.329176478,31.7,,2024
01041,AL,Crenshaw County,38.2,70.942186741,35.8,,2024
01043,AL,Cullman County,37.7,72.948149151,30.0,,2024
01045,AL,Dale County,38.9,73.312265613,34.5,,2024
01047,AL,Dallas County,44.6,69.278314639,38.1,,2024
01049,AL,DeKalb County,41.0,72.614790165,35.0,,2024
01051,AL,Elmore County,38.800000000000004,74.601365722,30.099999999999998,,2024
01053,AL,Escambia County,45.800000000000004,70.793018347,39.0,,2024
01055,AL,Etowah County,39.300000000000004,71.229589041,32.4,,2024
01057,AL,Fayette County,37.7,71.289393243,35.0,,2024
01059,AL,Franklin County,39.1,72.368356465,36.3,,2024
01061,AL,Geneva County,41.6,71.061766946,36.3,,2024
01063,AL,Greene County,52.0,71.665235305,45.7,,2024
01065,AL,Hale County,46.1,70.214238739,39.5,,2024
01067,AL,Henry County,38.3,74.285708311,32.6,,2024
01069,AL,Houston County,39.6,74.093187709,33.300000000000004,,2024
01071,AL,Jackson County,37.7,71.510225461,33.2,,2024
01073,AL,Jefferson County,39.300000000000004,72.922522753,29.5,,2024
01075,AL,Lamar County,38.7,73.109501462,34.599999999999994,,2024
01077,AL,Lauderdale County,38.0,75.365040696,30.599999999999998,,2024
01079,AL,Lawrence County,41.3,71.565076781,33.2,,2024
01081,AL,Lee County,38.9,77.156826844,30.0,,2024
01083,AL,Limestone County,36.6,76.438374437,29.299999999999997,,2024
01085,AL,Lowndes County,47.4,68.417254989,41.6,,2024
01087,AL,Macon County,47.9,72.048650373,37.6,,2024
01089,AL,Madison County,41.9,76.651733256,25.1,,2024
01091,AL,Marengo County,47.199999999999996,70.686985687,36.6,,2024
01093,AL,Marion County,39.2,72.449370345,33.300000000000004,,2024
01095,AL,Marshall County,34.599999999999994,72.597883193,34.0,,2024
01097,AL,Mobile County,40.6,73.044812653,34.9,,2024
01099,AL,Monroe County,44.2,71.527842283,38.1,,2024
01101,AL,Montgomery County,38.2,73.718133523,34.8,,2024
01103,AL,Morgan County,42.699999999999996,73.150976298,32.5,,2024
01105,AL,Perry County,52.5,69.037542684,45.6,,2024
01107,AL,Pickens County,44.9,72.201316812,37.1,,2024
01109,AL,Pike County,41.5,72.138563949,34.0,,2024
01111,AL,Randolph County,40.1,72.971422419,34.5,,2024
01113,AL,Russell County,43.8,71.542867908,34.5,,2024
01115,AL,St. Clair County,39.2,73.587276987,30.3,,2024
01117,AL,Shelby County,33.300000000000004,79.557887079,23.7,,2024
01119,AL,Sumter County,47.5,71.33240161,40.5,,2024
01121,AL,Talladega County,42.1,71.090707701,37.8,,2024
01123,AL,Tallapoosa County,41.199999999999996,72.780757424,33.300000000000004,,2024
01125,AL,Tuscaloosa County,41.6,74.855374404,32.2,,2024
01127,AL,Walker County,38.0,68.375133725,34.699999999999996,,2024
01129,AL,Washington County,41.699999999999996,73.722011328,35.3,,2024
01131,AL,Wilcox County,48.5,68.860422774,44.3,,2024
01133,AL,Winston County,39.1,73.179478237,34.599999999999994,,2024
02013,AK,Aleutians East Borough,31.3,77.09380816,28.799999999999997,,2024
02016,AK,Aleutians West Census Area,30.3,86.265929227,25.1,,2024
02020,AK,Anchorage Borough,32.9,77.09380816,20.5,,2024
